,holding,total
1997-12-15,[],100.0
1997-12-22,[],100.0
1997-12-29,[],100.0
1998-01-05,[],100.0
1998-01-12,[],100.0
1998-01-19,[],100.0
1998-01-26,[],100.0
1998-02-02,[],100.0
1998-02-09,[],100.0
1998-02-16,[],100.0
1998-02-23,[],100.0
1998-03-02,[],100.0
1998-03-09,[],100.0
1998-03-16,[],100.0
1998-03-23,[],100.0
1998-03-30,[],100.0
1998-04-06,[],100.0
1998-04-13,[],100.0
1998-04-20,[],100.0
1998-04-27,[],100.0
1998-05-04,[],100.0
1998-05-11,[],100.0
1998-05-18,[],100.0
1998-05-25,[],100.0
1998-06-01,[],100.0
1998-06-08,[],100.0
1998-06-15,[],100.0
1998-06-22,[],100.0
1998-06-29,[],100.0
1998-07-06,[],100.0
1998-07-13,[],100.0
1998-07-20,[],100.0
1998-07-27,[],100.0
1998-08-03,[],100.0
1998-08-10,[],100.0
1998-08-17,[],100.0
1998-08-24,[],100.0
1998-08-31,[],100.0
1998-09-07,[],100.0
1998-09-14,[],100.0
1998-09-21,[],100.0
1998-09-28,[],100.0
1998-10-05,[],100.0
1998-10-12,[],100.0
1998-10-19,[],100.0
1998-10-26,[],100.0
1998-11-02,[],100.0
1998-11-09,[],100.0
1998-11-16,[],100.0
1998-11-23,[],100.0
1998-11-30,[],100.0
1998-12-07,[],100.0
1998-12-14,[],100.0
1998-12-21,[],100.0
1998-12-28,[],100.0
1999-01-04,[],100.0
1999-01-11,[],100.0
1999-01-18,[],100.0
1999-01-25,[],100.0
1999-02-01,[],100.0
1999-02-08,[],100.0
1999-02-15,[],100.0
1999-02-22,[],100.0
1999-03-01,[],100.0
1999-03-08,[],100.0
1999-03-15,[],100.0
1999-03-22,[],100.0
1999-03-29,[],100.0
1999-04-05,[],100.0
1999-04-12,[],100.0
1999-04-19,[],100.0
1999-04-26,[],100.0
1999-05-03,[],100.0
1999-05-10,[],100.0
1999-05-17,[],100.0
1999-05-24,[],100.0
1999-05-31,[],100.0
1999-06-07,[],100.0
1999-06-14,[],100.0
1999-06-21,[],100.0
1999-06-28,[],100.0
1999-07-05,[],100.0
1999-07-12,[],100.0
1999-07-19,[],100.0
1999-07-26,"[('GILD', 2.421875, 41.29032258064516)]",100.0
1999-08-02,"[('GILD', 2.230468988418579, 41.29032258064516)]",92.09678403792843
1999-08-09,"[('GILD', 2.396483898162842, 41.29032258064516)]",98.95159321446572
1999-08-16,"[('GILD', 2.550781011581421, 41.29032258064516)]",105.32257080078125
1999-08-23,"[('GILD', 2.525391101837158, 41.29032258064516)]",104.27421323714718
1999-08-30,"[('GILD', 2.609375, 41.29032258064516)]",107.74193548387096
1999-09-06,"[('GILD', 2.625, 41.29032258064516)]",108.38709677419355
1999-09-13,"[('GILD', 2.476562976837158, 41.29032258064516)]",102.25808420488912
1999-09-20,"[('GILD', 2.416016101837158, 41.29032258064516)]",99.75808420488912
1999-09-27,[],84.43549371534777
1999-10-04,[],84.43549371534777
1999-10-11,[],84.43549371534777
1999-10-18,"[('CTSH', 0.9140629768371582, 92.3738252778945)]",84.43549371534777
1999-10-25,"[('CTSH', 0.9570310115814209, 92.3738252778945)]",88.4046154493488
1999-11-01,"[('CTSH', 1.140625, 46.18691263894725), ('QCOM', 36.796875, 1.4316962304217193)]",105.3638944575984
1999-11-08,"[('ABMD', 15.5625, 2.520663008953752), ('CTSH', 1.0833330154418945, 36.210304234881676), ('QCOM', 47.25, 0.8302183719966723)]",117.6834542305283
1999-11-15,"[('ABMD', 14.5, 2.6025312112086256), ('CTSH', 1.0651040077209473, 35.43006343884862), ('QCOM', 45.8828125, 0.822458356547456)]",113.21010768757523
1999-11-22,"[('ABMD', 14.375, 2.7624800751005067), ('CTSH', 1.1901040077209473, 33.36737866769796), ('QCOM', 48.09375, 0.8256925500625296)]",119.13195323870936
1999-11-29,"[('AAPL', 1.026785969734192, 24.769414722253288), ('ABMD', 15.28125, 1.66431983740448), ('CTSH', 1.3567709922790527, 18.74515865983839), ('QCOM', 48.0546875, 0.5292488379065458), ('TECH', 25.703125, 0.9894862012046088)]",127.16443757668605
1999-12-06,"[('AAPL', 0.919642984867096, 30.593506089374), ('ABMD', 22.25, 1.2644990228126554), ('CTSH', 1.640625, 17.14901531890687), ('QCOM', 48.9375, 0.5749190959403644), ('TECH', 24.46875, 1.1498381918807288)]",140.6755162879079
1999-12-13,"[('AAPL', 0.892857015132904, 33.20138052664626), ('ABMD', 26.75, 1.1081901127219853), ('CTSH', 1.5325520038604736, 19.34295569784264), ('QCOM', 56.875, 0.5212146903791315), ('TECH', 24.4375, 1.2130572077877486)]",148.22042757656553
1999-12-20,"[('AAPL', 0.924107015132904, 28.747430867703947), ('ABMD', 20.875, 1.2726085045218396), ('CTSH', 2.2760419845581055, 11.671885981071279), ('INCY', 25.78125, 1.030427249721926), ('QCOM', 58.3125, 0.4555747486712695), ('TECH', 25.6875, 1.0341879331150716)]",159.39421519136042
1999-12-27,"[('AAPL', 0.9179689884185791, 27.367666823660063), ('ABMD', 18.375, 1.367220105006364), ('CPRT', 3.625, 6.930391566756396), ('CTSH', 2.277343988418579, 11.031565524248045), ('INCY', 30.0, 0.8374223143163978), ('QCOM', 88.0625, 0.2852822646358204), ('TECH', 27.53125, 0.9125146671325107)]",175.85868600644355
2000-01-03,"[('AAPL', 0.888392984867096, 18.372022446814192), ('ABMD', 17.9375, 0.9099136367704834), ('CPRT', 2.9270830154418945, 5.576054991766784), ('CTSH', 1.9583330154418945, 8.334423068431807), ('INCY', 52.1875, 0.31274875898578297), ('INTU', 36.78125, 0.44374717715060114), ('NTAP', 42.5, 0.38403707904871875), ('ORCL', 25.84375, 0.6315482799350152), ('QCOM', 75.0, 0.21762101146094062), ('TECH', 25.984375, 0.6281303998872609), ('VRSN', 169.828125, 0.09610643619583356)]",179.537334455276
2000-01-10,"[('AAPL', 0.896763026714325, 19.826329866552335), ('ABMD', 21.375, 0.8317903896966593), ('CPRT', 2.921875, 6.084969267941336), ('CTSH', 1.9010419845581055, 9.352512845158923), ('INCY', 65.90625, 0.26976985611783544), ('INTU', 40.6875, 0.43697743974847536), ('NTAP', 46.84375, 0.37954945066878915), ('ORCL', 26.703125, 0.6658216811615154), ('QCOM', 70.21875, 0.2532018809757521), ('TECH', 33.5625, 0.5297436001420065), ('VRSN', 183.4375, 0.09692412718100765)]",195.57471537742703
2000-01-17,"[('AAPL', 0.993861973285675, 19.86514034104184), ('ABMD', 29.4375, 0.6706822107497142), ('CPRT', 3.25, 6.074833101213757), ('CTSH', 1.7083330154418945, 11.557001708965823), ('INCY', 78.5625, 0.2513057448393917), ('INTU', 37.8125, 0.5221344153109345), ('NTAP', 58.5625, 0.3371305456383302), ('ORCL', 29.84375, 0.6615525052630689), ('QCOM', 77.46875, 0.2548538291755671), ('TECH', 33.3125, 0.5926666440208544), ('VRSN', 207.9375, 0.09494779719360247)]",217.17528336839183
2000-01-24,"[('AAPL', 0.9073659777641296, 23.136606056157746), ('ABMD', 29.4375, 0.7131505452667196), ('CPRT', 3.015625, 6.961531747577719), ('CTSH', 1.8671879768371582, 11.243307817271758), ('INCY', 64.25, 0.326745045545355), ('INTU', 28.875, 0.727043088356331), ('NTAP', 49.59375, 0.423306750876654), ('QCOM', 55.28125, 0.379755688887083), ('TECH', 30.296875, 0.6929219325850953)]",188.94032258660152
2000-01-31,"[('AAPL', 0.9642860293388367, 24.049602042778673), ('ABMD', 27.5625, 0.8413857691069468), ('CPRT', 3.1458330154418945, 7.371877384201409), ('CTSH', 2.015625, 11.505461214764761), ('INCY', 67.5, 0.34356585571867), ('INTU', 34.625, 0.6697673721591401), ('NTAP', 63.96875, 0.3625316308511613), ('QCOM', 68.71875, 0.3374726004330728), ('TECH', 31.4375, 0.7376761912050965)]",208.71625734909202
2000-02-07,"[('AAPL', 0.970982015132904, 26.671469982420973), ('ABMD', 29.5, 0.8778819549182332), ('CPRT', 3.46875, 7.465951040025335), ('CTSH', 2.7083330154418945, 9.562161492855564), ('INCY', 91.28125, 0.283711251435403), ('INTU', 30.5, 0.8490989400028813), ('NTAP', 77.46875, 0.33429631522501496), ('QCOM', 66.0, 0.3923866313649679), ('TECH', 35.28125, 0.7340306159812331)]",233.07765903079093
2000-02-14,"[('AAPL', 0.9933040142059326, 28.720610463676472), ('ABMD', 40.75, 0.7000809242703007), ('CPRT', 3.5, 8.150942189718501), ('CTSH', 2.4088540077209473, 11.84309948738064), ('INCY', 133.46875, 0.21374514756461532), ('INTU', 30.59375, 0.9324877683845475), ('NTAP', 83.625, 0.341145562499429), ('QCOM', 67.25, 0.42421260466936433), ('TECH', 36.96875, 0.7716868345295621)]",256.75467897613277
2000-02-21,"[('AAPL', 0.9854909777641296, 26.09503227073334), ('ABMD', 37.625, 0.6834928602597081), ('ADSK', 12.0, 2.1430349056059597), ('CPRT', 3.28125, 7.837384797644653), ('CTSH', 2.3541669845581055, 10.923787070312125), ('INCY', 140.25, 0.18336127534596447), ('INTU', 29.28125, 0.8782555002696782), ('NTAP', 96.46875, 0.26657771420560045), ('QCOM', 66.78125, 0.3850844191636353), ('TECH', 38.0625, 0.675636620486608)]",257.16418867271517
2000-02-28,"[('AAPL', 1.1428569555282593, 24.670570191288114), ('ABMD', 33.875, 0.8323227377110483), ('ADSK', 11.484375, 2.4550689732755817), ('CPRT', 2.8802080154418945, 9.789200151099491), ('CTSH', 2.522135019302368, 11.178994195069137), ('INCY', 123.0, 0.22922709544684358), ('NTAP', 99.96875, 0.2820374641071511), ('QCOM', 65.9375, 0.42760087567714516), ('TECH', 41.78125, 0.6748226235443353)]",253.75439465965584
2000-03-06,"[('AAPL', 1.1227680444717407, 18.930174426784735), ('ABMD', 30.75, 0.6911933308185383), ('ADSK', 13.71875, 1.5492807232925778), ('AMD', 26.0, 0.8174690354873098), ('CPRT', 2.8229169845581055, 7.529160453153442), ('CTSH', 2.5598959922790527, 8.302757216220973), ('INCY', 101.625, 0.20914336947276804), ('NTAP', 118.4375, 0.17945494393811126), ('NVDA', 2.4583330154418945, 8.64577532383241), ('QCOM', 68.0625, 0.31227467287669497), ('TECH', 38.5625, 0.5511622670384454), ('VRSN', 239.9375, 0.08858221379596792)]",255.05033907204063
2000-03-13,"[('AAPL', 1.1160709857940674, 18.694738833133517), ('ABMD', 25.75, 0.8102778873265226), ('ADSK', 12.28125, 1.6989032548525564), ('AMD', 25.0, 0.8345862239463183), ('CPRT', 2.96875, 7.02809451744268), ('CTSH', 2.34375, 8.902253055427396), ('INCY', 68.4375, 0.3048716799803903), ('NTAP', 100.375, 0.20786705453208426), ('NVDA', 2.0807290077209473, 10.027569914792181), ('QCOM', 68.125, 0.3062701739252544), ('TECH', 35.953125, 0.5803294038740153)]",229.51121158523753
2000-03-20,"[('AAPL', 1.238281011581421, 20.946613559919978), ('ADSK', 12.4375, 2.0854507600549), ('AMD', 27.0, 0.9606590306734377), ('CPRT', 2.9479169845581055, 8.798685296787932), ('CTSH', 2.773437976837158, 9.352217011812321), ('NTAP', 100.0, 0.2593779382818282), ('NVDA', 1.941406011581421, 13.360313954655235), ('QCOM', 73.0, 0.35531224422168245), ('TECH', 39.1875, 0.6618894756793064)]",233.4401444536454
2000-03-27,"[('AAPL', 1.2126120328903198, 18.29270053416813), ('ADSK', 11.375, 1.9500614313662818), ('AMD', 29.5, 0.7519304671793714), ('CPRT', 2.9166669845581055, 7.605238753423257), ('CTSH', 2.6041669845581055, 8.517867292429196), ('JNPR', 131.78125, 0.16832401257228516), ('NTAP', 82.75, 0.2680598040095644), ('NVDA', 1.760090947151184, 12.602728749724161), ('QCOM', 74.65625, 0.2971211222341258), ('TECH', 34.5, 0.6429550371533755)]",221.81948781791456
2000-04-03,"[('AAPL', 1.176339030265808, 17.843486537548774), ('ADSK', 11.53125, 1.8202701051612902), ('AMD', 37.75, 0.5560262158977782), ('CPRT', 3.1666669845581055, 6.628417118849707), ('CTSH', 2.1770830154418945, 9.64133636671667), ('JNPR', 134.7109375, 0.15581503654921208), ('NTAP', 79.9375, 0.2625800112605614), ('NVDA', 2.136718988418579, 9.823467551845066), ('QCOM', 76.125, 0.2757305701167964), ('TECH', 34.5625, 0.6073053063331971), ('TYL', 8.0, 2.623748706267641)]",230.8898861515524
2000-04-10,"[('AAPL', 0.9988840222358704, 17.533498831137504), ('ADSK', 8.953125, 1.9561808682794624), ('AMD', 33.0, 0.5307252071610473), ('CPRT', 3.0729169845581055, 5.699448414755375), ('CTSH', 1.453125, 12.052598252947655), ('NTAP', 50.375, 0.34767110345041313), ('NVDA', 1.4332679510116577, 12.21957961451139), ('QCOM', 52.59375, 0.3330040515520297), ('TECH', 32.5, 0.5388902103481403), ('TYL', 5.5, 3.184351242966284)]",175.13931836314563
2000-04-17,"[('AAPL', 1.0613839626312256, 18.01461413455252), ('ADSK', 9.15625, 2.0882372734912042), ('AMD', 39.125, 0.4887008954735806), ('CPRT', 2.90625, 6.579070119708848), ('CTSH', 1.8697919845581055, 10.225962402936837), ('NTAP', 56.875, 0.33618325336973787), ('NVDA', 1.6796879768371582, 11.383318091856248), ('QCOM', 54.75, 0.3492314618338601), ('TECH', 34.46875, 0.5547176075547805), ('TYL', 5.5625, 3.4373793322074317)]",191.20422535403839
2000-04-24,"[('AAPL', 1.1077009439468384, 20.358637348087075), ('ADSK', 9.59375, 2.3506222079945185), ('AMD', 43.75, 0.5154578698959409), ('CPRT', 2.875, 7.8439241071121435), ('CTSH', 1.9114580154418945, 11.797947758080348), ('NTAP', 73.9375, 0.30500465674316024), ('NVDA', 1.8567709922790527, 12.145429835839549), ('QCOM', 54.21875, 0.4159314223944191), ('TECH', 35.5625, 0.6341309471479061)]",202.9615362715267
2000-05-01,"[('AAPL', 1.010045051574707, 19.030099700411903), ('ADSK', 9.65625, 1.9905509937475063), ('AMD', 46.0, 0.4178534355081382), ('CPRT', 3.03125, 6.341033578020407), ('CTSH', 2.3776040077209473, 8.084297457001218), ('NTAP', 69.875, 0.27508061586224486), ('NVDA', 1.9192709922790527, 10.014874455300307), ('PWR', 55.625, 0.34555070621796596), ('QCOM', 54.875, 0.35027349491342796), ('TECH', 39.71875, 0.4839341125633198), ('TRMB', 6.0, 3.203543005562393)]",211.43383836711794
2000-05-08,"[('AAPL', 0.9609379768371582, 18.567020366288038), ('ADSK', 8.8125, 2.0245963105446965), ('AMD', 42.84375, 0.4164377531536137), ('CPRT', 2.875, 6.205827821452222), ('CTSH', 2.359375, 7.562068338723237), ('NTAP', 58.1875, 0.3066252199643418), ('NVDA', 1.6614580154418945, 10.738613206503327), ('PWR', 52.75, 0.3382323220222775), ('QCOM', 49.0, 0.3641174487076559), ('TECH', 37.125, 0.48058599290707443), ('TRMB', 6.0, 2.973625831112523)]",196.2593048534265
2000-05-15,"[('AAPL', 0.8392860293388367, 21.637351858563836), ('ADSK', 8.890625, 2.042592857845353), ('AMD', 41.90625, 0.43334650861819757), ('CPRT', 2.8541669845581055, 6.3626014963497095), ('CTSH', 2.53125, 7.174292198234603), ('NTAP', 65.125, 0.27884724954750617), ('NVDA', 2.1276040077209473, 8.535388662965502), ('PWR', 51.375, 0.3534779002779823), ('QCOM', 44.59375, 0.40723032099299433), ('TECH', 34.75, 0.5225878309865134), ('TRMB', 6.3020830154418945, 2.8815753588590245)]",199.75919839459476
2000-05-22,"[('ADSK', 8.859375, 2.3386210594408325), ('AMD', 37.0, 0.559965431040098), ('CPRT', 2.875, 7.206511634255174), ('CTSH', 2.2447919845581055, 9.229684127085019), ('NTAP', 58.3125, 0.3553049680340172), ('NVDA', 2.198568105697632, 9.42373397248448), ('PWR', 44.9375, 0.4610563771567983), ('TECH', 34.8125, 0.5951517687176625), ('TRMB', 6.4895830154418945, 3.1926120521432035)]",186.46848853635262
2000-05-29,"[('ADSK', 10.296875, 2.376168521586044), ('AMD', 45.0625, 0.542959450667546), ('CPRT', 2.9583330154418945, 8.270573366146737), ('CTSH', 2.397135019302368, 10.206813570654393), ('NTAP', 74.4375, 0.32869333663417355), ('NVDA', 2.740885019302368, 8.926718951506349), ('PWR', 49.625, 0.4930400049512603), ('TECH', 47.625, 0.5137450970227043), ('TRMB', 7.5, 3.2622813660941725)]",220.20399221135665
2000-06-05,"[('ADSK', 9.15625, 2.7305643582491004), ('AMD', 44.375, 0.5634192654697088), ('CPRT', 3.1041669845581055, 8.05424773525109), ('CTSH', 2.2291669845581055, 11.215727703850995), ('NTAP', 85.125, 0.29370607818171307), ('NVDA', 2.634114980697632, 9.491510464967154), ('PWR', 57.375, 0.4357599983480318), ('TECH', 46.46875, 0.538033192311356), ('TRMB', 8.302083015441895, 3.0115008316244305)]",225.01556914696494
2000-06-12,"[('ADSK', 8.65625, 2.908178381514701), ('AMD', 41.25, 0.610276827029979), ('CPRT', 2.9895830154418945, 8.42054526833925), ('CTSH', 1.96875, 12.786752566342416), ('NTAP', 79.9375, 0.3149200202031166), ('NVDA', 3.1197919845581055, 8.06910179896251), ('PWR', 62.0625, 0.4056220602616174), ('TECH', 56.09375, 0.448782959152965), ('TRMB', 7.7083330154418945, 3.2658058577070297)]",226.56527203487968
2000-06-19,"[('ADSK', 8.53125, 3.189104908617273), ('AMD', 43.875, 0.6201037322311364), ('CTSH', 1.7916669845581055, 15.18532823684945), ('NTAP', 76.9375, 0.3536253615160501), ('NVDA', 3.084635019302368, 8.820184910496915), ('PWR', 57.75, 0.47111777059118803), ('TECH', 55.53125, 0.4899412718359682), ('TRMB', 7.0625, 3.852325840940334)]",217.65641001312886
2000-06-26,"[('ADSK', 8.671875, 3.07790971013059), ('AMD', 38.625, 0.6910355538521348), ('CTSH', 1.3828129768371582, 19.302138983818562), ('NTAP', 80.5, 0.3315683014601082), ('NVDA', 2.648437976837158, 10.078109625740291), ('PWR', 55.0, 0.4852954230461583), ('TECH', 65.0, 0.4106345887313647), ('TRMB', 8.135416984558105, 3.2808703374641475)]",213.52998614030966
2000-07-03,"[('ADSK', 8.296875, 3.28608397590695), ('AMD', 41.0, 0.6649811704293409), ('CTSH', 1.609375, 16.940879526277577), ('NTAP', 81.5625, 0.3342740596181208), ('NVDA', 2.4244790077209473, 11.24539659893027), ('PWR', 56.75, 0.48042692489168237), ('TECH', 68.3125, 0.3991103822521936), ('TRMB', 7.9583330154418945, 3.425871716438735)]",218.1138239008238
2000-07-10,"[('ADSK', 5.953125, 3.8300550898679053), ('AMD', 45.0, 0.506684371263775), ('CTSH', 1.8541669845581055, 12.29705678979279), ('JNPR', 174.75, 0.13047666212801073), ('LH', 22.53125, 1.0119632380302857), ('NTAP', 96.125, 0.23719944558512224), ('NVDA', 3.0755209922790527, 7.4136371574475275), ('PWR', 46.0, 0.495669493627606), ('TECH', 62.8125, 0.36299775851733135), ('TRMB', 9.697916984558105, 2.351102483468909)]",228.00796706869875
2000-07-17,"[('ADSK', 5.671875, 3.8599300898972406), ('AMD', 40.0625, 0.5464721617132209), ('CTSH', 1.8385419845581055, 11.907827595189737), ('JNPR', 160.8125, 0.13614016931915066), ('LH', 24.296875, 0.9010640660017353), ('NTAP', 109.375, 0.2001649460903855), ('NVDA', 2.9036459922790527, 7.539845090224724), ('PWR', 43.8125, 0.49969851021137607), ('TECH', 58.0625, 0.3770599092122439), ('TRMB', 7.8541669845581055, 2.7874427704019165)]",218.93040978635912
2000-07-24,"[('ADSK', 4.984375, 4.3610264304837125), ('AMD', 35.5, 0.6123096088575283), ('CTSH', 1.734375, 12.53303992184058), ('LH', 25.359375, 0.857157998351389), ('NTAP', 85.0, 0.2557293072287324), ('NVDA', 2.25, 9.660884939752114), ('PWR', 44.6875, 0.48642217878472177), ('TECH', 53.34375, 0.40748899570131936), ('TRMB', 6.7291669845581055, 3.230264780815168)]",195.63292002998028
2000-07-31,"[('ADSK', 5.6875, 4.396821843294453), ('AMD', 31.375, 0.7970334417127395), ('CTSH', 1.921875, 13.011732934627487), ('LH', 26.75, 0.9348382891116711), ('NTAP', 84.5625, 0.2957212030597156), ('NVDA', 2.65625, 9.414371476230476), ('PWR', 41.9375, 0.5962902946941807), ('TECH', 54.875, 0.4557070475396301)]",200.0553938698976
2000-08-07,"[('ADSK', 6.0, 5.355629162167985), ('CTSH', 1.7760419845581055, 18.09291404842722), ('LH', 26.546875, 1.2104541484829348), ('NTAP', 88.6875, 0.36232586297965225), ('NVDA', 2.6848959922790527, 11.968350008869956), ('TECH', 46.78125, 0.6868943214003027)]",192.80264983804747
2000-08-14,"[('ADSK', 6.0, 5.419138393752494), ('CTSH', 1.7838540077209473, 18.227293389359776), ('LH', 27.40625, 1.1864020200689611), ('NTAP', 93.9375, 0.34613259201612734), ('NVDA', 3.2083330154418945, 10.134493584680637), ('TECH', 36.5, 0.8908172702058894)]",195.08898217508977
2000-08-21,"[('ADSK', 6.921875, 5.067634420270543), ('CTSH', 1.7473959922790527, 20.074174461771577), ('LH', 28.5, 1.2307905965898305), ('NTAP', 100.8125, 0.3479482405734424), ('NVDA', 3.125, 11.224810240899252), ('TECH', 45.71875, 0.7672460861858683)]",210.465192016861
2000-08-28,"[('ADSK', 7.171875, 5.176257181382082), ('CTSH', 1.5989580154418945, 23.2172884554852), ('LH', 30.75, 1.207267299926004), ('NTAP', 115.5, 0.3214153201101699), ('NVDA', 3.3125, 11.207085123841395), ('TECH', 50.9375, 0.7288043086669864)]",222.74081683634773
2000-09-04,"[('ADSK', 7.171875, 4.954181461430386), ('CTSH', 1.4895830154418945, 23.852829819058865), ('LH', 31.453125, 1.129641972576526), ('NTAP', 113.5625, 0.3128741456792167), ('NVDA', 3.0625, 11.601884136717075), ('TECH', 44.84375, 0.7923237947026296)]",213.18462101217625
2000-09-11,"[('ADSK', 7.234375, 5.0101676372290145), ('CTSH', 1.5677080154418945, 23.120014150314876), ('LH', 32.296875, 1.1222581596695858), ('NTAP', 118.0625, 0.30700206670686), ('NVDA', 2.9537758827209473, 12.270880709876415), ('TECH', 46.125, 0.7858088130206754)]",217.4725890034719
2000-09-18,"[('ADSK', 6.546875, 5.77230230426802), ('CTSH', 1.7213540077209473, 21.953962682138194), ('LH', 27.75, 1.361821320657827), ('NTAP', 147.375, 0.25642437081088854), ('NVDA', 2.9427080154418945, 12.842096956255391), ('TECH', 53.0, 0.7130290877029187)]",226.74324988952816
2000-09-25,"[('ADSK', 6.34375, 6.02862963883792), ('CTSH', 1.625, 23.53484262854034), ('LH', 29.9375, 1.2774653618831917), ('NTAP', 127.375, 0.30024823765556863), ('NVDA', 3.4114580154418945, 11.21049096845596), ('TECH', 56.0, 0.6829307012746081)]",229.46471562826832
2000-10-02,"[('ADSK', 5.734375, 6.129012261126215), ('CTSH', 1.4609379768371582, 24.057184659532712), ('LH', 30.375, 1.157071759173519), ('NTAP', 118.0625, 0.2976902461399313), ('NVDA', 2.851562976837158, 12.325189718895237), ('TECH', 52.28125, 0.6722497010858699)]",210.87632810937382
2000-10-09,"[('ADSK', 5.40625, 6.428895081106579), ('CTSH', 1.4635419845581055, 23.74801297055141), ('LH', 30.3125, 1.1465967515788023), ('NTAP', 121.4375, 0.2862066003683577), ('NVDA', 2.7135419845581055, 12.808430542080748), ('TECH', 52.84375, 0.6577166463816903)]",208.53728419339467
2000-10-16,"[('ADSK', 5.375, 7.051081155602769), ('CTSH', 1.6256510019302368, 23.313467138004633), ('LH', 29.625, 1.2793100830840467), ('NTAP', 148.625, 0.25500125289396053), ('NVDA', 2.9010419845581055, 13.0641202068428), ('TECH', 61.6875, 0.614379918319998)]",227.3973672681893
2000-10-23,"[('ADSK', 5.640625, 6.415251450366553), ('CTSH', 1.6510419845581055, 21.917085119981902), ('LH', 32.25, 1.1220473709216694), ('NTAP', 123.0, 0.2941953472538524), ('NVDA', 2.5520830154418945, 14.179016706460159), ('TECH', 53.53125, 0.675979501921286)]",217.11616627334303
