Date,holding,total
1995-09-01,"[('ATVI', 1.2085000276565552, 2.3779398629867674), ('ALKS', 3.687999963760376, 0.7792137793990097), ('AMSWA', 7.234000205993652, 0.39725467353513855), ('ANEN', 2.8340001106262207, 1.0140226810189261), ('BIIB', 1.112689971923828, 2.582696404836353), ('BIOL', 12.733078956604004, 0.22569092675693098), ('CAMP', 7.375, 0.3896597139234079), ('CECE', 5.063000202178955, 0.5675963411868651), ('CRUS', 54.5, 0.05272918147128685), ('CSCO', 3.631999969482422, 0.7912280876463377), ('COHU', 14.625, 0.1964950694143681), ('COO', 4.5, 0.6386089755966963), ('DAR', 9.75, 0.2947426041215521), ('DIOD', 2.7406671047210693, 1.0485550708565925), ('DY', 3.2219998836517334, 0.8919120092978118), ('PERY', 8.333333015441895, 0.34484885997715603), ('HXL', 11.625, 0.2472034744245276), ('IIVI', 2.1875, 1.3137098926560609), ('JBL', 1.6799999475479126, 1.7105598094687893), ('MSCC', 3.125, 0.9195969248592426), ('NAVB', 11.5, 0.24989046871175072), ('PRKR', 98.75, 0.029101168508203882), ('PLAB', 17.25, 0.1665936458078338), ('PCYO', 2.0, 1.4368701950925666), ('REGN', 15.5, 0.18540260581839568), ('RCII', 6.099999904632568, 0.4711049893628207), ('SMTC', 3.062999963760376, 0.9382110428291051), ('BSRR', 5.0, 0.5747480780370267), ('SSYS', 5.708499908447266, 0.5034142833098165), ('TER', 18.6879997253418, 0.15377463786497209), ('TWX', 4.114448070526123, 0.698451005074336), ('VECO', 23.875, 0.12036608964126212), ('VSEC', 2.5, 1.1494961560740533), ('WM', 19.5, 0.14737130206077606), ('MTCH', 8.661179542541504, 0.3317954992238706)]",100
1995-09-08,"[('AXDX', 0.6399999856948853, 4.238310730344777), ('ATVI', 1.5314990282058716, 1.771152809655264), ('ALKS', 3.625, 0.7482810501492788), ('AMSWA', 8.187999725341797, 0.3312797872227463), ('ANEN', 2.8340001106262207, 0.9571343334181305), ('BIIB', 1.094267964363098, 2.4788432953622253), ('BIOL', 13.543522834777832, 0.20028162833866053), ('CAMP', 8.468999862670898, 0.32028797387837943), ('CECE', 5.156000137329102, 0.5260897468083211), ('CRUS', 58.625, 0.04626897751456095), ('CSCO', 3.910000085830689, 0.6937388100376102), ('COHU', 15.875, 0.17086732641204005), ('DAR', 9.75, 0.2782070571067832), ('DIOD', 2.963334083557129, 0.9153604454665741), ('DY', 3.555000066757202, 0.7630151211967316), ('PERY', 9.111332893371582, 0.29770823199363844), ('HXL', 11.375, 0.23846319180581416), ('HURC', 6.313000202178955, 0.42967190241098047), ('IIVI', 2.375, 1.142113181806794), ('JBL', 1.75, 1.550010746737792), ('KOPN', 3.937999963760376, 0.6888062041018826), ('MSCC', 3.484999895095825, 0.778341144459791), ('NAVB', 11.5, 0.23587120059053354), ('NVR', 11.125, 0.24382191521718075), ('PRKR', 97.5, 0.027820705710678316), ('PLAB', 18.75, 0.14466766969552725), ('PCYO', 1.562999963760376, 1.7354567304436566), ('REGN', 15.75, 0.1722234163041991), ('RCII', 6.150000095367432, 0.44105996174445206), ('SMTC', 3.75, 0.7233383484776362), ('BSRR', 5.75, 0.4717424011810671), ('STE', 18.4379997253418, 0.14711567671101328), ('SSYS', 5.625, 0.4822255656517575), ('TER', 20.3129997253418, 0.1335361021743672), ('TWX', 4.415264129638672, 0.614350291884603), ('VECO', 27.75, 0.09774842546995084), ('VSEC', 2.200000047683716, 1.232963067272216), ('WM', 20.5, 0.13231799057517735), ('MTCH', 8.539891242980957, 0.31762919803230383)]",105
1995-09-15,"[('AXDX', 0.6800000071525574, 3.658173290268658), ('ATVI', 1.4999990463256836, 1.6583729633971227), ('ALKS', 3.687999963760376, 0.6745005119283153), ('AMSWA', 8.125, 0.30616096782129004), ('ANEN', 2.625, 0.9476410908754216), ('BIIB', 1.3051999807357788, 1.9058825469378828), ('BIOL', 15.168745994567873, 0.16399232108170372), ('CAMP', 10.187999725341797, 0.24416548199941446), ('CECE', 4.75, 0.5236963923258909), ('CRUS', 55.25, 0.04502367173842501), ('CSCO', 3.848000049591065, 0.6464547379130985), ('COHU', 15.812999725341797, 0.15731094079268462), ('DAR', 9.416999816894531, 0.2641560913153241), ('DIOD', 2.8146660327911377, 0.8837843760388219), ('DY', 3.444999933242798, 0.7220777682879168), ('PERY', 9.555333137512209, 0.26033188249422284), ('GIII', 1.3543330430984497, 1.8367401402663373), ('HALL', 6.748650074005127, 0.36860080701616355), ('HXL', 10.875, 0.22874095296992936), ('HURC', 5.625, 0.4422325090751968), ('IIVI', 2.469000101089477, 1.007516306884846), ('JBL', 1.7039999961853027, 1.4598344302328687), ('KOPN', 4.093999862670898, 0.6076106367832449), ('LYTS', 10.0, 0.24875578635479817), ('MSCC', 3.312999963760376, 0.7508475372044715), ('NAVB', 11.25, 0.2211162545375984), ('NVR', 10.0, 0.24875578635479817), ('PRKR', 96.25, 0.025844757023875134), ('PLAB', 17.625, 0.14113803481123302), ('PCYO', 1.9989999532699585, 1.2444011614301649), ('REGN', 12.5, 0.19900462908383854), ('RCII', 6.349999904632568, 0.3917414017176934), ('SMTC', 3.125, 0.7960185163353541), ('BSRR', 5.75, 0.4326187588779099), ('STE', 18.25, 0.13630454046838256), ('SSYS', 5.333499908447266, 0.466402532342441), ('TER', 18.4379997253418, 0.13491473590429656), ('TWX', 4.066950798034668, 0.6116518214948853), ('VECO', 26.25, 0.09476410908754217), ('VSEC', 2.200000047683716, 1.1307080952870991), ('WM', 19.625, 0.12675454081773155), ('MTCH', 8.388936996459961, 0.29652837595486814)]",104
1995-09-22,"[('AXDX', 0.6800000071525574, 3.4925315213808115), ('ATVI', 1.4999990463256836, 1.5832819796365623), ('ALKS', 3.312999963760376, 0.7168492259275069), ('AMSWA', 7.75, 0.30644147864767535), ('ANEN', 2.7090001106262207, 0.8766782438301525), ('BIIB', 1.2665139436721802, 1.8751640843633695), ('BIOL', 14.627004623413086, 0.16236553694103614), ('CAMP', 11.125, 0.21347608624894238), ('CECE', 4.343999862670898, 0.5467130604509892), ('CRUS', 56.375, 0.04212720992495759), ('CSCO', 3.924000024795532, 0.6052297259206144), ('COHU', 15.5, 0.15322073932383767), ('DAR', 8.75, 0.2714195953736553), ('DIOD', 2.8146660327911377, 0.8437666962443906), ('DY', 3.1670000553131104, 0.7498962481971551), ('PERY', 9.111332893371582, 0.26065576653962663), ('GIII', 1.3333330154418943, 1.7811915193087644), ('HALL', 7.498499870300293, 0.3167195439885198), ('HXL', 9.75, 0.2435816881558445), ('HURC', 5.625, 0.42220825947013046), ('IIVI', 2.406500101089477, 0.9868777725977669), ('NSIT', 4.740999221801758, 0.5009326828399951), ('JBL', 1.593999981880188, 1.489913103209805), ('KOPN', 4.1570000648498535, 0.5713065726414088), ('LYTS', 11.065999984741213, 0.21461426556969432), ('MSCC', 3.157000064849853, 0.7522715903499467), ('NAVB', 12.625, 0.18811259085302842), ('NVR', 9.875, 0.24049837564754267), ('PRKR', 95.0, 0.02499917325809983), ('PLAB', 17.007999420166016, 0.13963555623735446), ('PCYO', 1.562999963760376, 1.5194635410008133), ('REGN', 15.125, 0.15701960062938736), ('RCII', 6.449999809265137, 0.3682048883331772), ('SMTC', 3.407000064849853, 0.6970711518387209), ('BSRR', 5.75, 0.41302981904686675), ('STE', 19.25, 0.12337254335166149), ('SSYS', 4.958499908447266, 0.47895966590088757), ('TER', 17.75, 0.13379839208560473), ('TWX', 4.452866077423096, 0.5333467070929443), ('VGR', 4.543262004852295, 0.5227348669266751), ('VECO', 28.5, 0.08333057752699943), ('VSEC', 2.4124999046325684, 0.9844234418244224), ('WM', 19.25, 0.12337254335166149), ('MTCH', 8.539891242980957, 0.2780973892930383)]",104
1995-09-29,"[('AXDX', 0.5799999833106995, 4.826824390811288), ('ATVI', 1.3224999904632568, 2.1168681181869577), ('ALKS', 3.25, 0.8614024818812998), ('AMSWA', 7.25, 0.3861459401536861), ('ANEN', 2.7090001106262207, 1.0334285536323105), ('BIIB', 1.2094049453735352, 2.3148227372673396), ('BIOL', 15.168745994567873, 0.18456094308104193), ('CAMP', 10.437999725341797, 0.2682082908392251), ('CECE', 4.313000202178955, 0.6490975967726293), ('CRUS', 57.25, 0.04890057757404758), ('CSCO', 3.8340001106262207, 0.7301924844381297), ('COHU', 15.25, 0.18357757810585076), ('DAR', 8.958000183105469, 0.3125204296595249), ('DIOD', 2.7653329372406006, 1.0123764948562668), ('DY', 3.3329999446868896, 0.8399514289152565), ('PERY', 8.444665908813477, 0.3315179186890506), ('GIII', 1.25, 2.239646452891379), ('HALL', 8.626274108886719, 0.3245385007218982), ('HXL', 10.625, 0.2634878179872211), ('HOLX', 2.875, 0.973759327344078), ('HURC', 5.625, 0.49769921175363985), ('IIVI', 2.375, 1.1787612909954628), ('NSIT', 4.59299898147583, 0.6095272560270992), ('JBL', 1.6410000324249268, 1.7060073191938219), ('KOPN', 4.188000202178955, 0.6684713302204844), ('LYTS', 10.399999618530272, 0.26918828546167367), ('MSCC', 2.941999912261963, 0.9515833275337449), ('NAVB', 13.0, 0.21535062047032494), ('NVR', 9.75, 0.2871341606270999), ('PRKR', 101.25, 0.027649956208535546), ('PLAB', 16.75, 0.16713779499189396), ('REGN', 15.625, 0.17917171623131034), ('RCII', 6.125, 0.45707070467171007), ('SMTC', 3.469000101089477, 0.8070216156047365), ('BSRR', 5.5, 0.5090105574753134), ('STE', 21.0629997253418, 0.13291354995110005), ('SSYS', 5.333499908447266, 0.5249007432587086), ('TER', 18.0, 0.15553100367301245), ('TWX', 4.252982139587402, 0.6582576587979322), ('USNA', 1.343999981880188, 2.0830045415609186), ('VGR', 3.64490008354187, 0.7680753935492797), ('VECO', 26.25, 0.10664983109006568), ('VSEC', 2.25, 1.2442480293840996), ('WM', 19.5, 0.14356708031354995), ('MTCH', 7.842706203460693, 0.3569632717949939)]",125
1995-10-06,"[('AXDX', 0.5600000023841858, 5.0505818246), ('ATVI', 1.2920000553131104, 2.1891065888012626), ('ALKS', 3.0, 0.9427752779391753), ('AMSWA', 7.609000205993652, 0.3717079454919238), ('ANEN', 2.3340001106262207, 1.211793358938049), ('BIIB', 1.1513760089874268, 2.456474524169464), ('BIOL', 15.983524322509766, 0.1769525779639453), ('CAMP', 11.0, 0.2571205303470478), ('CECE', 4.313000202178955, 0.655767609838886), ('CRUS', 50.875, 0.05559362818314547), ('CSCO', 3.7260000705718994, 0.7590783092452839), ('COHU', 14.75, 0.19175090398762887), ('DAR', 8.875, 0.318684600993524), ('DIOD', 2.568000078201294, 1.1013729547074516), ('DY', 3.444999933242798, 0.8209944524310068), ('PERY', 7.888666152954102, 0.3585302989097074), ('GIII', 1.2293330430984497, 2.30069943185528), ('HALL', 7.498499870300293, 0.3771855548094128), ('HXL', 10.0, 0.28283258338175254), ('HOLX', 2.844000101089477, 0.9944886544603332), ('HURC', 5.875, 0.4814171632029831), ('IIVI', 1.875, 1.5084404447026805), ('NSIT', 4.0, 0.7070814584543814), ('JBL', 1.8289999961853027, 1.5463782611899894), ('KOPN', 4.063000202178955, 0.6961175715178938), ('LYTS', 9.600000381469728, 0.294617262648954), ('NAVB', 12.25, 0.23088374153612454), ('NVR', 9.625, 0.29385203468234034), ('PRKR', 87.5, 0.03232372381505744), ('PCYO', 2.5, 1.1313303335270102), ('REGN', 14.5, 0.19505695405638107), ('RCII', 6.150000095367432, 0.45989037235105074), ('SMTC', 3.375, 0.8380224692792668), ('BSRR', 5.75, 0.49188275370739576), ('STE', 19.5, 0.1450423504521808), ('SSYS', 5.479499816894531, 0.5161649654768051), ('TWX', 3.912585020065308, 0.7228790733780185), ('USNA', 1.5, 1.8855505558783505), ('VGR', 3.8559648990631104, 0.7334936670467951), ('VECO', 22.75, 0.12432201467329783), ('VSEC', 2.299999952316284, 1.229706909762835), ('WM', 20.375, 0.1388135378560749), ('MTCH', 8.267648696899414, 0.3420955506827742)]",121
1995-10-13,"[('AXDX', 0.5600000023841858, 5.185932085829223), ('ATVI', 1.2395000457763672, 2.3429785180924125), ('ALKS', 3.25, 0.8935759939780278), ('AMSWA', 7.125, 0.40759606742857407), ('ANEN', 2.5, 1.161648792171436), ('BIIB', 1.3816510438919067, 2.101921460753294), ('BIOL', 16.793968200683594, 0.17292649037589453), ('CAMP', 12.75, 0.2277742729747914), ('CRUS', 45.875, 0.06330511128999652), ('CSCO', 3.9170000553131104, 0.7414148428436633), ('COHU', 15.5, 0.18736270841474775), ('DAR', 8.75, 0.3318996549061246), ('DIOD', 2.691334009170532, 1.0790641260181748), ('DY', 3.2780001163482666, 0.8859432206682831), ('PERY', 8.13933277130127, 0.35680098873317057), ('GIII', 1.1043330430984497, 2.6297519562399727), ('HALL', 5.998799800872803, 0.484117169572162), ('HXL', 9.25, 0.31395913301930706), ('HOLX', 3.3285000324249268, 0.8725017131253676), ('HURC', 6.25, 0.46465951686857443), ('IIVI', 1.8595000505447388, 1.561775693191205), ('NSIT', 3.900999069213867, 0.744455953180689), ('JBL', 1.937999963760376, 1.498514981802998), ('KOPN', 4.375, 0.6637993098122492), ('LYTS', 10.465999603271484, 0.2774815679833213), ('NAVB', 13.625, 0.2131465673709057), ('NVR', 9.625, 0.30172695900556784), ('PRKR', 90.0, 0.032268022004762115), ('PCYO', 1.559999942779541, 1.8616167224045856), ('REGN', 14.0, 0.20743728431632788), ('RCII', 7.0, 0.41487456863265576), ('SMTC', 3.282000064849853, 0.88486347441966), ('BSRR', 5.813000202178955, 0.49959089616752533), ('STE', 19.0, 0.15284852528571527), ('SSYS', 5.166500091552734, 0.5621062477433904), ('TWX', 4.037264823913574, 0.719329077257172), ('USNA', 1.406499981880188, 2.064786361778977), ('VGR', 3.592395067214966, 0.8084082975539867), ('VECO', 23.5, 0.12357965874164215), ('VSEC', 2.200000047683716, 1.3200554170379286), ('WM', 20.875, 0.1391196158289145), ('MTCH', 7.994532108306885, 0.36326353326056465)]",121
1995-10-20,"[('ATVI', 1.4479990005493164, 2.1104233269245527), ('ALKS', 3.375, 0.9054491461104341), ('AMSWA', 7.5, 0.40745211574969536), ('ANEN', 2.5, 1.2223563472490862), ('BIIB', 1.6506129503250122, 1.8513673163178552), ('BIOL', 15.710487365722656, 0.19451279880661737), ('CAMP', 13.125, 0.23282978042839736), ('CRUS', 44.4379997253418, 0.06876751624758715), ('CSCO', 4.24399995803833, 0.7200496932934031), ('COHU', 16.25, 0.18805482265370554), ('DAR', 8.833000183105469, 0.3459629576333076), ('DIOD', 2.789999961853028, 1.0953014013996945), ('DY', 3.1670000553131104, 0.9649165818598604), ('GIII', 0.9166659712791444, 3.3337016578224556), ('HALL', 7.876423835754394, 0.3879794855948132), ('HXL', 9.0, 0.33954342979141283), ('HOLX', 3.375, 0.9054491461104341), ('HURC', 6.688000202178955, 0.4569214676648939), ('NSIT', 3.50600004196167, 0.8716174647884173), ('JBL', 2.046999931335449, 1.4928632001121134), ('KOPN', 4.188000202178955, 0.7296778224921718), ('LYTS', 9.600000381469728, 0.3183219527804715), ('VIVO', 4.888888835906982, 0.625068593435463), ('NAVB', 15.734000205993652, 0.19422211949372006), ('NVR', 9.75, 0.3134247044228426), ('PRKR', 88.75, 0.03443257316194609), ('PCYO', 1.559999942779541, 1.9589044744949542), ('REGN', 13.125, 0.23282978042839736), ('RCII', 7.199999809265137, 0.4244292984828027), ('SMTC', 3.0, 1.0186302893742385), ('BSRR', 5.813000202178955, 0.5256994257418467), ('STE', 17.875, 0.17095892968518686), ('SSYS', 5.666500091552734, 0.5392907118590269), ('TWX', 4.066950798034668, 0.7513960753101459), ('USNA', 1.093999981880188, 2.7933189385165718), ('VGR', 3.3282949924468994, 0.9181550538812313), ('VECO', 24.5, 0.12473023951521287), ('VSEC', 2.400000095367432, 1.273287811121886), ('WM', 20.125, 0.15184550897504176), ('MTCH', 7.873246192932129, 0.38813607414766366)]",122
1995-10-27,"[('ATVI', 1.3539999723434448, 2.3496429190955928), ('ALKS', 3.25, 0.9788973684530473), ('AMSWA', 7.5, 0.42418885966298714), ('ANEN', 2.719000101089477, 1.1700685285732946), ('BIIB', 1.573240041732788, 2.022206632859629), ('BIOL', 12.733078956604004, 0.2498544506254211), ('CAMP', 11.937999725341797, 0.26649493388066875), ('CRUS', 43.5, 0.07313601028672193), ('CSCO', 4.24399995803833, 0.7496268800490102), ('COHU', 15.375, 0.2069213949575547), ('DIOD', 2.937999963760376, 1.0828510846543635), ('DY', 3.0, 1.0604721491574678), ('BOOM', 1.5, 2.1209442983149356), ('GIII', 0.9583330154418944, 3.319740002910605), ('HALL', 6.748650074005127, 0.4714152330592429), ('HOLX', 3.219000101089477, 0.9883244322967392), ('HURC', 5.875, 0.5415176931867921), ('JBL', 1.843999981880188, 1.7252800860814286), ('KOPN', 4.313000202178955, 0.7376341985481781), ('LYTS', 9.065999984741213, 0.3509173232767457), ('VIVO', 4.1666669845581055, 0.7635398891399063), ('NAVB', 15.625, 0.20361065263823383), ('NVR', 9.875, 0.3221687541744206), ('PRKR', 83.75, 0.03798706205937198), ('PCYO', 2.0, 1.5907082237362018), ('REGN', 12.437999725341797, 0.2557820001386902), ('RCII', 6.75, 0.47132095518109685), ('SMTC', 3.282000064849853, 0.9693529508257183), ('STE', 17.625, 0.1805058977289307), ('SSYS', 5.125, 0.6207641848726642), ('TWX', 4.593378067016602, 0.6926093173816918), ('USNA', 1.375, 2.313757416343566), ('VGR', 2.904571056365967, 1.0953136920164763), ('VECO', 22.75, 0.13984248120757817), ('VSEC', 2.012500047683716, 1.5808280109777142), ('WM', 21.0, 0.1514960213082097), ('MTCH', 7.146389961242676, 0.44517811996355033)]",117
1995-11-03,"[('ATVI', 1.3959989547729492, 2.3093907107144687), ('ADTN', 25.625, 0.1258110055929661), ('ALKS', 3.312999963760376, 0.9731080753349917), ('AMSWA', 8.5, 0.3792831786258537), ('ANEN', 2.6670000553131104, 1.2088140050455545), ('BIIB', 2.091820001602173, 1.5411971469105814), ('BIOL', 14.761357307434082, 0.21840180080839447), ('CAMP', 13.375, 0.241039777070636), ('CSCO', 4.680553913116455, 0.6887874978397975), ('COHU', 14.875, 0.21673324492905927), ('DIOD', 2.666666030883789, 1.2089654201097264), ('DY', 3.111000061035156, 1.0362928174443788), ('BOOM', 1.343999981880188, 2.3987403733515484), ('GIII', 0.9166659712791444, 3.5169921425369544), ('HALL', 6.748650074005127, 0.47771139160671605), ('HOLX', 3.3285000324249268, 0.9685765320455861), ('HURC', 6.0, 0.5373178363866261), ('INTU', 13.375, 0.241039777070636), ('JBL', 2.375, 1.3574345340293712), ('KOPN', 4.563000202178955, 0.7065322979342088), ('LYTS', 9.199999809265137, 0.35042468316934355), ('VIVO', 4.444444179534912, 0.7253791223579101), ('NAVB', 17.625, 0.18291671025927697), ('NVR', 9.75, 0.3306571300840776), ('PRKR', 90.0, 0.03582118909244174), ('PCYO', 1.559999942779541, 2.066607138828183), ('REGN', 12.437999725341797, 0.25919819018416673), ('RCII', 7.199999809265137, 0.4477648755172401), ('SMTC', 3.25, 0.9919713902522328), ('STE', 17.75, 0.18162856441238065), ('SSYS', 5.3125, 0.6068530858013659), ('TWX', 5.381041049957275, 0.5991232901569026), ('USNA', 1.3125, 2.456310109196005), ('VGR', 3.380268096923828, 0.9537429948984324), ('VECO', 23.5, 0.13718753269445771), ('VSEC', 2.0, 1.6119535091598782), ('WM', 21.125, 0.15261098311572813), ('MTCH', 7.570460796356201, 0.425853472469137)]",122
1995-11-10,"[('ATVI', 1.406499981880188, 2.4062867579837905), ('ADTN', 24.25, 0.13956463016506135), ('ALKS', 3.312999963760376, 1.0215642374053249), ('AMSWA', 8.75, 0.38679340360031284), ('ANEN', 2.6670000553131104, 1.269007203340833), ('BIIB', 2.111164093017578, 1.603116637260161), ('BIOL', 13.001782417297363, 0.2603060236571972), ('CAMP', 13.25, 0.25542960615115), ('CSCO', 4.8125, 0.7032607338187506), ('COHU', 15.875, 0.2131932145828496), ('DY', 3.0, 1.128147427167579), ('GIII', 1.041666030883789, 3.2490665733154875), ('HALL', 6.376723766326904, 0.5307493950694105), ('HOLX', 3.9375, 0.8595408968895841), ('HURC', 5.625, 0.6016786278227089), ('INTU', 13.833499908447266, 0.24465553214310337), ('JBL', 2.344000101089477, 1.4438746312040127), ('KOPN', 4.313000202178955, 0.7847071928707297), ('LYTS', 8.934000015258789, 0.37882720793847025), ('VIVO', 4.222221851348877, 0.8015785055021462), ('NAVB', 15.25, 0.22193064141001556), ('NVR', 9.687999725341797, 0.34934376315574606), ('PRKR', 95.0, 0.03562570822634461), ('REGN', 10.312999725341797, 0.32817243979811794), ('RCII', 6.699999809265137, 0.5051406534105479), ('SCSC', 4.1875, 0.8082250224484149), ('SMTC', 3.282000064849853, 1.0312133499782765), ('STE', 19.1879997253418, 0.17638327756659636), ('SSYS', 5.333499908447266, 0.6345631085776179), ('TWX', 5.04856014251709, 0.6703777286914396), ('USNA', 1.343999981880188, 2.5181862553063983), ('VGR', 3.380268096923828, 1.0012348679037346), ('VECO', 23.75, 0.14250283290537843), ('VSEC', 2.3499999046325684, 1.4401882633403376), ('WM', 21.875, 0.15471736144012516), ('MTCH', 7.630669116973877, 0.44353152123636025)]",121
1995-11-17,"[('ATVI', 1.3644989728927612, 3.542425917747784), ('ADTN', 23.8129997253418, 0.20298310091406047), ('ALKS', 3.437999963760376, 1.4059443214852945), ('AMSWA', 8.375, 0.5771506300078267), ('ANEN', 2.5840001106262207, 1.8706022907809159), ('BIIB', 1.9002310037612915, 2.543709957761932), ('BIOL', 12.460041046142578, 0.3879310275476149), ('CAMP', 13.5, 0.35804715009744803), ('CSCO', 4.4375, 1.0892702031133632), ('COHU', 15.0, 0.3222424350877032), ('GIII', 0.9583330154418944, 5.043796309247181), ('HALL', 7.498499870300293, 0.6446138040837195), ('HOLX', 4.343999862670898, 1.112715625949306), ('HURC', 5.75, 0.8406324393592258), ('INTU', 13.5, 0.35804715009744803), ('JBL', 2.562999963760376, 1.8859292214829944), ('KOPN', 4.063000202178955, 1.1896717415183262), ('LYTS', 8.800000190734863, 0.5492768660851478), ('VIVO', 4.111111164093018, 1.1757494101675388), ('NAVB', 16.375, 0.29518391000400296), ('NVR', 9.625, 0.5021960027340829), ('PRKR', 91.25, 0.052971359192499165), ('RCII', 6.400000095367432, 0.7552556959826177), ('SCSC', 3.9065001010894775, 1.2373317294853017), ('SMTC', 3.219000101089477, 1.5015956429077448), ('STE', 19.0, 0.25440192243766047), ('SSYS', 5.25, 0.9206926716791521), ('TWX', 4.840760231018066, 0.9985283913347182), ('USNA', 1.3285000324249268, 3.638416566307985), ('VGR', 3.433830976486206, 1.407651267466212), ('VSEC', 2.0, 2.4168182631577744), ('WM', 20.625, 0.23435813460923874), ('MTCH', 7.207469940185547, 0.6706426202855746)]",159
